county_fips,county_name,state_abbr,clay_mean,silt_mean,sand_mean,ph_mean,soc_mean,bdod_mean
48287,Lee,TX,26.112043252657934,29.003182263507387,44.88489059835263,6.237846075692151,36.543444972604235,1.543304909466962
48073,Cherokee,TX,16.816445132920247,31.63467419548271,51.548903158105134,5.539448830701579,36.14173495902459,1.378184339396362
48009,Archer,TX,26.782404048267807,45.13008174386921,28.087453483845856,6.836239782016349,21.331616971584275,1.585342467886337
48023,Baylor,TX,28.7061505464524,44.33108549259569,26.963103029538395,7.197662792348089,19.22255988897475,1.5595547950606379
48191,Hall,TX,27.938570990493712,37.774676479607486,34.28644434222631,7.452157313707451,16.369885004599816,1.5072404170499845
48221,Hood,TX,23.999065690190857,34.416535730137596,41.58420328450954,7.046904127829561,29.129267643142477,1.5292996005326231
48405,San Augustine,TX,13.615814277298773,35.91958978203824,50.46463610560703,5.220660847212553,32.853347078669735,1.3567517270925935
48313,Madison,TX,23.08087225584967,35.031003252326315,41.88839100189719,5.934967025024845,32.927125304905594,1.5043059445297677
48331,Milam,TX,31.84662333992653,32.67591975134219,35.47742865216163,6.463614015258548,33.63283978525007,1.541884148064425
48063,Camp,TX,17.518360880565602,38.83191459175711,43.649802558463975,5.470256082854508,33.58374831524438,1.3899243337826015
48389,Reeves,TX,21.865545310015897,39.87827027027027,38.256222575516695,7.845046104928459,11.56168839427663,1.4454928457869634
48443,Terrell,TX,28.65698113207547,39.324282479784365,32.01853153638814,7.773789757412399,17.651926684636116,1.4343228032345012
48399,Runnels,TX,31.294426692312463,39.63697803561457,29.06867748340262,7.440050877954954,25.303566110318297,1.5220301544952535
48355,Nueces,TX,36.60281170122124,24.22269596705481,39.17423672252201,7.38794021584777,23.82321948448484,1.5712511538734646
48161,Freestone,TX,24.21569307533163,31.188955823293174,44.59526591213338,5.814107946939272,35.27448582207619,1.4713755020080321
48117,Deaf Smith,TX,32.99586505056744,36.23082220335057,30.773508839651043,7.349065081448313,19.133967420674747,1.4616814637535704
48315,Marion,TX,17.854368557746938,34.10566512458404,48.040065741417095,5.276412223033844,36.4495556367178,1.330650515380245
48291,Liberty,TX,18.786479128856623,44.88297592893304,36.33057359824243,5.343425828636928,46.900893113000286,1.4638511319132679
48195,Hansford,TX,30.370440609199466,43.541176289784694,26.088066514008204,7.407213880649772,15.88979083741874,1.4948319476248288
48085,Collin,TX,37.11677521299994,46.149661548973974,16.733825884563643,6.688270589993808,30.846074181631828,1.5325965706476479
48241,Jasper,TX,13.534286439080962,37.920279770964704,48.54528158295282,5.0154635065593975,38.457831412625936,1.3764068275712111
48071,Chambers,TX,35.034009718745395,37.30100427035783,27.66524223236637,5.7676542482697695,53.07537917832425,1.4327557060815785
48039,Brazoria,TX,41.65796731358529,39.88701395982295,18.45467824310521,6.365778004766769,51.5779570990807,1.4855532856656453
48199,Hardin,TX,12.269890003626255,45.834729441153954,41.89565453886136,4.921302228131673,44.539802167694106,1.396773439703453
48447,Throckmorton,TX,34.115201302091336,44.830602217240425,21.054340816263856,7.2893636949912475,22.87158431348463,1.5570254583422902
